"1000024","38822007"
"1000024","61373006"
"1000048","197480006"
"1000048","200775004"
"1000048","22253000"
"1000048","24079001"
"1000048","279333002"
"1000048","35489007"
"1000048","418290006"
"1000048","418363000"
"1000048","424492005"
"1000048","78667006"
"1000054","197480006"
"1000054","200775004"
"1000054","22253000"
"1000054","24079001"
"1000054","279333002"
"1000054","35489007"
"1000054","418290006"
"1000054","418363000"
"1000054","424492005"
"1000054","78667006"
"1000058","197480006"
"1000058","200775004"
"1000058","22253000"
"1000058","24079001"
"1000058","279333002"
"1000058","35489007"
"1000058","418290006"
"1000058","418363000"
"1000058","424492005"
"1000058","78667006"
"1000064","197480006"
"1000064","200775004"
"1000064","22253000"
"1000064","24079001"
"1000064","279333002"
"1000064","35489007"
"1000064","418290006"
"1000064","418363000"
"1000064","424492005"
"1000064","78667006"
"1000070","197480006"
"1000070","200775004"
"1000070","22253000"
"1000070","24079001"
"1000070","279333002"
"1000070","35489007"
"1000070","418290006"
"1000070","418363000"
"1000070","424492005"
"1000070","78667006"
"1000076","197480006"
"1000076","200775004"
"1000076","22253000"
"1000076","24079001"
"1000076","279333002"
"1000076","35489007"
"1000076","418290006"
"1000076","418363000"
"1000076","424492005"
"1000076","78667006"
"1000091","197480006"
"1000091","200775004"
"1000091","22253000"
"1000091","24079001"
"1000091","279333002"
"1000091","35489007"
"1000091","418290006"
"1000091","418363000"
"1000091","424492005"
"1000091","78667006"
"1000097","197480006"
"1000097","200775004"
"1000097","22253000"
"1000097","24079001"
"1000097","279333002"
"1000097","35489007"
"1000097","418290006"
"1000097","418363000"
"1000097","424492005"
"1000097","78667006"
"1000112","123844007"
"1000112","126926005"
"1000112","14302001"
"1000112","15993004"
"1000112","237072009"
"1000112","254915003"
"1000112","31515003"
"1000112","38280009"
"1000112","41607009"
"1000114","123844007"
"1000114","126926005"
"1000114","14302001"
"1000114","15993004"
"1000114","237072009"
"1000114","254915003"
"1000114","31515003"
"1000114","38280009"
"1000114","41607009"
"1000126","123844007"
"1000126","126926005"
"1000126","14302001"
"1000126","15993004"
"1000126","237072009"
"1000126","254915003"
"1000126","31515003"
"1000126","38280009"
"1000126","41607009"
"1000131","123844007"
"1000131","126926005"
"1000131","14302001"
"1000131","15993004"
"1000131","237072009"
"1000131","254915003"
"1000131","31515003"
"1000131","38280009"
"1000131","41607009"
"1000135","123844007"
"1000135","126926005"
"1000135","14302001"
"1000135","15993004"
"1000135","237072009"
"1000135","254915003"
"1000135","31515003"
"1000135","38280009"
"1000135","41607009"
"1000141","123844007"
"1000141","126926005"
"1000141","14302001"
"1000141","15993004"
"1000141","237072009"
"1000141","254915003"
"1000141","31515003"
"1000141","38280009"
"1000141","41607009"
"1000146","126906006"
"1000146","198436008"
"1000146","237788002"
"1000146","373717006"
"1000146","386692008"
"1000146","48130008"
"1000153","123844007"
"1000153","126926005"
"1000153","14302001"
"1000153","15993004"
"1000153","237072009"
"1000153","254915003"
"1000153","31515003"
"1000153","38280009"
"1000153","41607009"
"1000156","123844007"
"1000156","126926005"
"1000156","14302001"
"1000156","15993004"
"1000156","237072009"
"1000156","254915003"
"1000156","31515003"
"1000156","38280009"
"1000156","41607009"
"1000373","123844007"
"1000373","126926005"
"1000373","14302001"
"1000373","15993004"
"1000373","237072009"
"1000373","254915003"
"1000373","31515003"
"1000373","38280009"
"1000373","41607009"
"1000405","129103003"
"1000405","237072009"
"1000405","386692008"
"1000405","396224008"
"1000405","48130008"
"1000405","88616000"
"1000638","188557000"
"1000638","255055008"
"1000638","37125009"
"1000638","56893005"
"1000638","87715008"
"1000647","188557000"
"1000647","255055008"
"1000647","37125009"
"1000647","56893005"
"1000647","87715008"
"1000664","188557000"
"1000664","255055008"
"1000664","37125009"
"1000664","56893005"
"1000664","87715008"
"1000668","188557000"
"1000668","255055008"
"1000668","37125009"
"1000668","56893005"
"1000668","87715008"
"1000673","128936008"
"1000673","2576002"
"1000673","25906001"
"1000673","50563003"
"1000673","86708008"
"1000673","91514001"
"1000862","188557000"
"1000862","255055008"
"1000862","37125009"
"1000862","56893005"
"1000862","87715008"
"1000884","188557000"
"1000884","255055008"
"1000884","37125009"
"1000884","56893005"
"1000884","87715008"
"1000897","188557000"
"1000897","255055008"
"1000897","37125009"
"1000897","56893005"
"1000897","87715008"
"1000913","188557000"
"1000913","255055008"
"1000913","37125009"
"1000913","56893005"
"1000913","87715008"
"1000917","188557000"
"1000917","255055008"
"1000917","37125009"
"1000917","56893005"
"1000917","87715008"
"1000933","188557000"
"1000933","255055008"
"1000933","37125009"
"1000933","56893005"
"1000933","87715008"
"1000939","188557000"
"1000939","255055008"
"1000939","37125009"
"1000939","56893005"
"1000939","87715008"
"1000978","70076002"
"1000978","9826008"
"1000981","70076002"
"1000981","9826008"
"1000987","70076002"
"1000987","9826008"
"1000990","70076002"
"1000990","9826008"
"1001","22253000"
"1001","65363002"
"1001004","188557000"
"1001004","255055008"
"1001004","37125009"
"1001004","56893005"
"1001004","87715008"
"1001014","188557000"
"1001014","255055008"
"1001014","37125009"
"1001014","56893005"
"1001014","87715008"
"10030","2556008"
"1005711","194828000"
"1005711","225566008"
"1005712","194828000"
"1005712","225566008"
"1005713","194828000"
"1005713","225566008"
"1006107","128936008"
"1006107","2576002"
"1006107","25906001"
